Tiempo,Temperatura
247.995,43.69
248.592,43.69
249.189,43.69
249.787,43.69
250.384,43.69
250.981,43.69
251.578,43.63
252.176,43.69
252.773,43.69
253.37,43.69
253.967,43.63
254.565,43.63
255.162,43.63
255.759,43.63
256.356,43.63
256.954,43.63
257.551,43.63
258.148,43.56
258.745,43.63
259.343,43.63
259.94,43.63
260.537,43.56
261.134,43.56
261.732,43.63
262.329,43.56
262.926,43.56
263.523,43.63
264.121,43.63
264.718,43.63
265.315,43.56
265.913,43.63
266.51,43.56
267.107,43.56
267.704,43.56
268.302,43.63
268.899,43.56
269.496,43.56
270.093,43.56
270.691,43.56
271.288,43.56
271.885,43.56
272.482,43.56
273.08,43.5
273.677,43.56
274.274,43.56
274.871,43.56
275.469,43.5
276.066,43.56
276.663,43.56
277.26,43.56
277.858,43.56
278.455,43.5
279.052,43.56
279.649,43.5
280.247,43.5
280.844,43.5
281.441,43.5
282.038,43.5
282.636,43.5
283.233,43.5
283.83,43.5
284.427,43.5
285.024,43.56
285.622,43.5
286.219,43.5
286.816,43.5
287.413,43.5
288.011,43.5
288.608,43.5
289.205,43.5
289.802,43.5
290.4,43.44
290.997,43.44
291.594,43.5
292.191,43.5
292.789,43.5
293.386,43.5
293.983,43.44
294.58,43.44
295.177,43.5
295.775,43.44
296.372,43.44
296.969,43.44
297.566,43.44
298.164,43.44
298.761,43.44
299.358,43.5
299.955,43.44
300.552,43.44
301.15,43.44
301.747,43.44
302.344,43.44
302.941,43.44
303.539,43.38
304.136,43.38
304.733,43.38
305.33,43.44
305.927,43.38
306.525,43.44
307.122,43.44
307.719,43.44
308.316,43.5
308.914,43.56
309.511,43.56
310.108,43.56
310.706,43.63
311.303,43.69
311.9,43.63
312.497,43.75
313.095,43.75
313.692,43.81
314.289,43.81
314.886,43.81
315.484,43.81
316.081,43.81
316.678,43.81
317.276,43.88
317.873,43.88
318.47,43.88
319.068,43.88
319.665,43.88
320.262,43.88
320.859,43.88
321.457,43.88
322.054,43.88
322.651,43.94
323.249,43.94
323.846,43.94
324.443,43.94
325.041,43.94
325.638,43.88
326.235,43.94
326.833,43.94
327.43,43.94
328.027,43.94
328.625,43.94
329.222,43.94
329.819,43.94
330.417,43.88
331.014,43.94
331.611,43.88
332.209,43.94
332.806,43.94
333.403,43.94
334.001,44.0
334.598,43.94
335.195,43.94
335.793,43.94
336.39,43.94
336.987,43.94
337.584,43.94
338.182,43.94
338.779,43.94
339.377,43.94
339.974,44.0
340.571,43.94
341.168,43.94
341.766,43.94
342.363,43.94
342.96,44.0
343.558,43.94
344.155,43.94
344.752,43.94
345.35,44.0
345.947,43.94
346.544,43.94
347.142,43.94
347.739,43.94
348.336,43.94
348.934,43.94
349.531,43.94
350.128,43.88
350.726,43.94
351.323,43.94
351.92,43.94
352.518,43.94
353.115,43.94
353.712,43.94
354.31,43.94
354.907,43.94
355.504,43.94
356.102,43.94
356.699,43.94
357.297,43.94
357.894,43.94
358.491,43.94
359.089,43.94
359.686,43.88
360.283,43.94
360.881,43.94
361.478,43.94
362.075,43.94
362.673,43.94
363.27,43.94
363.867,43.94
364.465,43.94
365.062,43.88
365.659,43.88
366.257,43.94
366.854,43.88
367.451,43.94
368.049,43.88
368.646,43.88
369.244,43.88
369.841,43.88
370.438,43.88
371.036,43.81
371.633,43.88
372.23,43.88
372.828,43.81
373.425,43.88
374.023,43.88
374.62,43.88
375.217,43.88
375.815,43.88
376.412,43.81
377.009,43.88
377.606,43.88
378.204,43.88
378.801,43.88
379.398,43.88
379.996,43.88
380.593,43.81
381.19,43.81
381.788,43.81
382.385,43.81
382.982,43.81
383.58,43.81
384.177,43.81
384.774,43.81
385.372,43.81
385.969,43.81
386.566,43.81
387.164,43.81
387.761,43.81
388.358,43.81
388.955,43.75
389.553,43.75
390.15,43.75
390.747,43.81
391.345,43.75
391.942,43.75
392.539,43.75
393.137,43.75
393.734,43.75
394.331,43.75
394.929,43.75
395.526,43.75
396.123,43.75
396.721,43.75
397.318,43.69
397.915,43.69
398.512,43.69
399.11,43.75
399.707,43.69
400.304,43.69
400.902,43.69
401.499,43.69
402.096,43.69
402.694,43.69
403.291,43.69
403.888,43.69
404.485,43.69
405.083,43.69
405.68,43.63
406.277,43.69
406.875,43.69
407.472,43.69
408.069,43.69
408.667,43.69
409.264,43.69
409.861,43.63
410.458,43.63
411.056,43.69
411.653,43.63
412.25,43.63
412.848,43.63
413.445,43.63
414.042,43.63
414.64,43.63
415.237,43.63
415.834,43.63
416.432,43.63
417.029,43.63
417.626,43.56
418.223,43.56
418.821,43.63
419.418,43.63
420.015,43.56
420.613,43.56
421.21,43.63
421.807,43.56
422.404,43.56
423.002,43.56
423.599,43.56
424.196,43.56
424.794,43.56
425.391,43.63
425.988,43.56
426.585,43.63
427.183,43.56
427.78,43.56
428.377,43.63
428.975,43.56
429.572,43.63
430.169,43.56
430.766,43.56
431.364,43.56
431.961,43.56
432.558,43.56
433.155,43.56
433.753,43.56
434.35,43.56
434.947,43.56
435.544,43.56
436.142,43.56
436.739,43.56
437.336,43.5
437.933,43.56
438.531,43.5
439.128,43.56
439.725,43.56
440.322,43.5
440.92,43.5
441.517,43.5
442.114,43.56
442.712,43.5
443.309,43.5
443.906,43.5
444.503,43.44
445.101,43.5
445.698,43.5
446.295,43.5
446.892,43.44
447.49,43.44
448.087,43.5
448.684,43.5
449.281,43.5
449.879,43.44
450.476,43.5
451.073,43.44
451.67,43.5
452.268,43.5
452.865,43.44
453.462,43.44
454.059,43.5
454.657,43.5
455.254,43.44
455.851,43.44
456.448,43.5
457.046,43.44
457.643,43.44
458.24,43.44
458.836,43.44
459.435,43.38
460.032,43.44
460.628,43.44
461.225,43.44
461.824,43.38
462.42,43.38
463.017,43.38
463.616,43.44
464.212,43.44
464.809,43.44
465.406,43.44
466.004,43.38
466.601,43.44
467.198,43.44
467.795,43.38
468.393,43.38
468.99,43.38
469.587,43.38
470.184,43.38
470.782,43.38
471.379,43.44
471.976,43.38
472.573,43.38
473.171,43.38
473.768,43.38
474.365,43.38
474.962,43.38
475.56,43.38
476.157,43.38
476.754,43.38
477.351,43.38
477.949,43.44
478.546,43.38
479.143,43.38
479.74,43.38
480.338,43.38
480.935,43.31
481.532,43.38
482.129,43.38
482.727,43.31
483.324,43.31
483.921,43.31
484.518,43.31
485.116,43.31
485.713,43.31
486.31,43.31
486.907,43.31
487.505,43.31
488.102,43.31
488.699,43.31
489.296,43.31
489.894,43.31
490.491,43.31
491.088,43.31
491.685,43.31
492.282,43.31
492.88,43.31
493.477,43.31
494.074,43.31
494.671,43.31
495.268,43.31
495.866,43.31
496.463,43.31
497.06,43.31
497.657,43.31
498.254,43.31
498.852,43.31
499.449,43.25
500.046,43.31
500.643,43.31
501.24,43.25
501.838,43.31
502.435,43.31
503.032,43.25
503.629,43.31
504.226,43.25
504.824,43.25
505.421,43.25
506.018,43.31
506.615,43.31
507.212,43.25
507.81,43.25
508.407,43.25
509.004,43.25
509.601,43.25
510.198,43.25
510.796,43.25
511.393,43.25
511.99,43.25
512.587,43.25
513.185,43.25
513.782,43.25
514.379,43.25
514.976,43.25
515.573,43.25
516.17,43.19
516.768,43.25
517.365,43.25
517.962,43.19
518.559,43.19
519.156,43.25
519.754,43.19
520.351,43.19
520.948,43.19
521.545,43.19
522.142,43.25
522.74,43.19
523.337,43.19
523.934,43.25
524.531,43.19
525.128,43.19
525.726,43.19
526.323,43.19
526.92,43.19
527.517,43.19
528.114,43.19
528.711,43.19
529.309,43.13
529.906,43.19
530.503,43.19
531.1,43.19
531.697,43.13
532.295,43.13
532.892,43.13
533.489,43.19
534.086,43.19
534.683,43.19
535.281,43.19
535.878,43.19
536.475,43.13
537.072,43.13
537.669,43.13
538.266,43.13
538.864,43.13
539.461,43.13
540.058,43.13
540.655,43.13
541.252,43.13
541.85,43.13
542.447,43.13
543.044,43.13
543.641,43.19
544.238,43.13
544.836,43.06
545.433,43.13
546.03,43.13
546.627,43.13
547.224,43.06
547.822,43.13
548.419,43.13
549.016,43.13
549.613,43.13
550.21,43.13
550.807,43.13
551.405,43.06
552.002,43.13
552.599,43.13
553.196,43.13
553.793,43.13
554.391,43.13
554.988,43.06
555.585,43.06
556.182,43.13
556.779,43.06
557.376,43.06
557.974,43.13
558.571,43.13
559.168,43.06
559.765,43.06
560.362,43.06
560.959,43.06
561.556,43.06
562.154,43.06
562.751,43.06
563.348,43.0
563.945,43.06
564.542,43.06
565.14,43.06
565.737,43.06
566.334,43.06
566.931,43.0
567.528,43.0
568.125,43.06
568.723,43.06
569.32,43.06
569.917,43.06
570.514,43.06
571.111,43.06
571.708,43.06
572.306,43.0
572.903,43.0
573.5,43.0
574.097,43.06
574.694,43.0
575.292,43.0
575.889,43.0
576.486,43.06
577.083,43.0
577.68,43.0
578.277,43.0
578.875,43.0
579.472,43.0
580.069,43.0
580.666,43.0
581.263,43.0
581.86,43.0
582.458,42.94
583.055,43.0
583.652,43.0
584.249,43.06
