Tiempo,Temperatura
83.998,54.13
84.598,54.69
85.198,55.19
85.799,55.75
86.4,56.25
87.001,56.69
87.602,57.19
88.202,57.56
88.804,57.88
89.405,58.25
90.006,58.63
90.607,58.88
91.208,59.19
91.81,59.44
92.412,59.69
93.014,59.94
93.616,60.13
94.218,60.31
94.819,60.5
95.421,60.63
96.023,60.81
96.625,61.0
97.227,61.13
97.829,61.31
98.432,61.38
99.035,61.5
99.637,61.63
100.239,61.69
100.841,61.81
101.444,61.94
102.046,61.94
102.648,62.06
103.251,62.13
103.854,62.19
104.457,62.25
105.059,62.31
105.661,62.38
106.264,62.38
106.867,62.44
107.469,62.5
108.072,62.56
108.675,62.63
109.278,62.63
109.88,62.69
110.483,62.69
111.086,62.75
111.688,62.81
112.291,62.81
112.893,62.88
113.497,62.94
114.1,62.94
114.702,62.94
115.305,62.94
115.908,63.0
116.51,63.0
117.113,63.0
117.716,63.0
118.32,63.13
118.922,63.13
119.525,63.13
120.128,63.13
120.73,63.19
121.333,63.19
121.936,63.19
122.54,63.19
123.142,63.19
123.745,63.19
124.348,63.19
124.951,63.25
125.553,63.19
126.156,63.19
126.759,63.19
127.363,63.19
127.965,63.19
128.568,63.13
129.171,63.13
129.774,63.06
130.376,63.06
130.979,63.06
131.582,63.06
132.185,63.0
132.788,63.0
133.391,62.94
133.993,62.94
134.596,62.94
135.199,62.94
135.801,62.88
136.404,62.88
137.008,62.88
137.61,62.81
138.213,62.75
138.815,62.63
139.418,62.38
140.02,62.19
140.623,62.06
141.225,61.81
141.828,61.38
142.43,60.44
143.032,59.38
143.633,58.38
144.234,57.38
144.835,56.44
145.435,55.56
146.036,54.75
146.635,54.0
147.235,53.31
147.835,52.69
148.434,52.13
149.033,51.63
149.634,51.13
150.233,50.69
150.832,50.31
151.43,49.94
152.029,49.56
152.628,49.25
153.226,48.94
153.825,48.63
154.423,48.31
155.021,48.06
155.62,47.75
156.218,47.44
156.816,47.19
157.414,46.94
158.012,46.75
158.61,46.44
159.208,46.31
159.806,46.13
160.403,45.94
161.001,45.75
161.599,45.63
162.196,45.5
162.794,45.38
163.392,45.25
163.989,45.13
164.587,44.94
165.185,44.88
165.782,44.81
166.38,44.69
166.977,44.56
167.574,44.5
168.172,44.44
168.769,44.31
169.367,44.25
169.964,44.19
170.561,44.06
171.159,44.0
171.756,43.94
172.353,43.94
172.951,43.81
173.548,43.81
174.145,43.75
174.742,43.69
175.34,43.63
175.937,43.56
176.534,43.5
177.131,43.5
177.728,43.44
178.326,43.38
178.923,43.31
179.52,43.31
180.117,43.31
180.714,43.25
181.312,43.25
181.909,43.25
182.506,43.19
183.103,43.13
183.7,43.13
184.297,43.13
184.895,43.06
185.492,43.06
186.089,43.0
186.686,43.0
187.283,43.0
187.88,43.0
188.477,42.94
189.074,42.94
189.672,42.94
190.269,42.88
190.866,42.88
191.463,42.88
192.06,42.81
192.657,42.88
193.254,42.81
193.851,42.81
194.448,42.81
195.046,42.81
195.643,42.75
196.24,42.75
196.837,42.75
197.434,42.75
198.031,42.75
198.628,42.69
199.225,42.69
199.822,42.69
200.419,42.69
201.017,42.69
201.614,42.69
202.211,42.69
202.808,42.69
203.405,42.69
204.002,42.69
204.599,42.69
205.196,42.63
205.793,42.63
206.39,42.63
206.987,42.63
207.584,42.63
208.181,42.63
208.778,42.63
209.375,42.63
209.972,42.63
210.569,42.63
211.166,42.63
211.764,42.56
212.361,42.63
212.958,42.56
213.555,42.56
214.152,42.56
214.749,42.56
215.346,42.56
215.943,42.56
216.54,42.5
217.137,42.56
217.734,42.56
218.331,42.56
218.928,42.56
219.525,42.56
220.122,42.56
220.719,42.5
221.316,42.56
221.913,42.5
222.51,42.5
223.107,42.56
223.704,42.56
224.301,42.5
224.898,42.5
225.495,42.5
226.092,42.5
226.689,42.56
227.286,42.56
227.883,42.5
228.48,42.5
229.076,42.5
229.673,42.5
230.27,42.5
230.867,42.56
231.464,42.5
232.061,42.44
232.658,42.5
233.255,42.5
233.852,42.5
234.449,42.5
235.046,42.5
235.644,42.5
236.241,42.5
236.838,42.5
237.435,42.44
238.032,42.5
238.629,42.5
239.226,42.44
239.823,42.5
240.42,42.44
241.017,42.5
241.614,42.44
242.211,42.44
242.808,42.44
243.405,42.5
244.001,42.5
244.598,42.44
245.195,42.44
245.792,42.44
246.389,42.44
246.986,42.44
247.583,42.44
248.18,42.44
248.777,42.44
249.374,42.44
249.971,42.44
250.568,42.44
251.165,42.44
251.762,42.44
252.359,42.44
252.956,42.44
253.553,42.44
254.15,42.44
254.747,42.38
255.344,42.44
255.941,42.44
256.538,42.38
257.135,42.38
257.732,42.38
258.329,42.38
258.926,42.38
259.523,42.38
260.12,42.38
260.717,42.38
261.314,42.38
261.911,42.38
262.508,42.38
263.105,42.38
263.702,42.38
264.299,42.38
264.896,42.38
265.493,42.38
266.09,42.38
266.686,42.31
267.283,42.38
267.88,42.31
268.477,42.38
269.074,42.38
269.671,42.31
270.268,42.38
270.865,42.31
271.462,42.31
272.059,42.31
272.656,42.31
273.253,42.31
273.85,42.31
274.447,42.31
275.044,42.25
275.641,42.31
276.238,42.25
276.835,42.31
277.432,42.31
278.029,42.31
278.626,42.25
279.223,42.25
279.82,42.31
280.417,42.31
281.014,42.31
281.611,42.31
282.208,42.31
282.805,42.25
283.402,42.25
283.999,42.25
284.596,42.25
285.193,42.31
285.79,42.25
286.387,42.31
286.984,42.19
287.581,42.31
288.178,42.31
288.774,42.25
289.371,42.25
289.968,42.25
290.565,42.31
291.162,42.25
291.759,42.25
292.356,42.25
292.953,42.25
293.55,42.25
294.147,42.25
294.744,42.19
295.341,42.25
295.938,42.25
296.535,42.19
297.132,42.25
297.729,42.25
298.326,42.25
298.923,42.25
299.52,42.25
300.116,42.25
300.713,42.19
301.31,42.19
301.907,42.25
302.504,42.25
303.101,42.25
303.698,42.19
304.295,42.19
304.892,42.25
305.489,42.25
306.086,42.19
306.683,42.19
307.28,42.19
307.876,42.19
308.473,42.19
309.07,42.19
309.667,42.13
310.264,42.19
310.861,42.19
311.458,42.19
312.055,42.19
312.652,42.19
313.249,42.19
313.846,42.19
314.443,42.19
315.04,42.19
315.637,42.19
316.234,42.19
316.831,42.19
317.428,42.19
318.024,42.13
318.621,42.13
319.218,42.13
319.815,42.13
320.412,42.13
321.009,42.19
321.606,42.19
322.203,42.13
322.8,42.19
323.397,42.13
323.994,42.13
324.591,42.13
325.188,42.13
325.785,42.13
326.382,42.13
326.978,42.13
327.575,42.13
328.172,42.13
328.769,42.13
329.366,42.13
329.963,42.13
330.56,42.13
331.157,42.06
331.754,42.13
332.351,42.06
332.948,42.06
333.545,42.13
334.142,42.13
334.739,42.13
335.336,42.06
335.933,42.13
336.53,42.13
337.126,42.06
337.723,42.13
338.32,42.06
338.917,42.06
339.514,42.06
340.111,42.13
340.708,42.06
341.305,42.06
341.902,42.06
342.499,42.06
343.096,42.06
343.693,42.13
344.29,42.13
344.887,42.06
345.484,42.06
346.08,42.13
346.677,42.13
347.274,42.06
347.871,42.06
348.468,42.06
349.065,42.06
349.662,42.13
350.259,42.06
350.856,42.06
351.453,42.06
352.05,42.06
352.647,42.06
353.244,42.0
353.841,42.06
354.438,42.06
355.035,42.06
355.631,42.06
356.228,42.06
356.825,42.06
357.422,42.06
358.019,42.0
358.616,42.06
359.213,42.0
359.81,42.06
360.407,42.0
361.004,42.06
361.601,42.06
362.198,42.06
362.795,42.06
363.39,42.06
363.987,42.06
364.584,42.0
365.181,42.0
365.778,42.0
366.375,42.0
366.972,42.0
367.569,42.0
368.166,42.0
368.763,42.0
369.36,42.0
369.957,42.0
370.553,42.0
371.15,41.94
371.747,42.0
372.344,42.0
372.941,42.0
373.538,42.0
374.135,42.0
374.732,42.0
375.329,42.0
375.926,41.94
376.523,42.0
377.12,41.94
377.716,41.94
378.313,41.94
378.91,41.94
379.507,41.94
380.104,41.94
380.701,42.0
381.298,41.94
381.895,41.94
382.492,41.94
383.089,41.94
383.686,41.94
384.283,41.94
384.88,41.94
385.477,41.94
386.074,41.94
386.671,41.94
387.268,41.94
387.865,41.88
388.462,41.88
389.059,41.94
389.655,41.94
390.252,41.94
390.849,41.94
391.446,41.94
392.043,41.94
392.64,41.94
393.237,41.94
393.834,41.94
394.431,41.88
395.028,41.94
395.625,41.94
396.222,41.88
396.819,41.94
397.416,41.88
398.013,41.94
398.61,41.88
399.207,41.88
399.804,41.88
400.401,41.88
400.997,41.88
401.594,41.88
402.191,41.88
402.788,41.88
403.385,41.88
403.982,41.88
404.579,41.88
405.176,41.88
405.773,41.94
406.37,41.88
406.967,41.88
407.564,41.81
408.161,41.88
408.758,41.88
409.355,41.88
409.951,41.88
410.548,41.88
411.145,41.81
411.742,41.81
412.339,41.88
412.936,41.88
413.533,41.81
414.13,41.88
414.727,41.81
415.324,41.81
415.921,41.81
416.518,41.81
417.115,41.88
417.712,41.88
418.309,41.88
418.906,41.81
419.503,41.88
420.1,41.88
420.696,41.88
421.293,41.81
421.89,41.81
422.487,41.88
423.084,41.81
423.681,41.81
424.278,41.88
424.875,41.88
425.472,41.88
426.068,41.88
426.665,41.88
427.262,41.88
427.859,41.88
428.455,41.88
429.052,41.88
429.649,41.81
430.246,41.81
430.843,41.81
431.44,41.81
432.037,41.81
432.634,41.81
433.231,41.81
433.828,41.81
434.425,41.81
435.022,41.81
435.619,41.81
436.215,41.81
436.812,41.81
437.409,41.81
438.006,41.81
438.603,41.81
439.2,41.81
439.797,41.81
440.394,41.81
440.991,41.81
441.588,41.81
442.185,41.81
442.782,41.75
443.378,41.75
443.975,41.81
444.572,41.81
445.169,41.75
445.766,41.81
446.363,41.81
446.96,41.81
447.557,41.81
448.154,41.81
448.751,41.81
449.348,41.81
449.945,41.75
450.542,41.81
451.138,41.81
451.735,41.81
452.332,41.81
452.929,41.81
453.526,41.81
454.123,41.75
454.72,41.81
455.317,41.81
455.914,41.81
456.51,41.81
457.107,41.81
457.704,41.75
458.301,41.75
