Tiempo,Temperatura
163.487,22.81
164.082,22.81
164.676,22.81
165.271,22.81
165.865,22.81
166.46,22.81
167.054,22.87
167.649,22.81
168.243,22.81
168.837,22.81
169.432,22.81
170.025,22.81
170.62,22.81
171.214,22.81
171.809,22.81
172.403,22.87
172.998,22.87
173.592,22.81
174.187,22.81
174.781,22.81
175.375,22.81
175.97,22.87
176.564,22.81
177.159,22.81
177.753,22.81
178.348,22.81
178.941,22.81
179.536,22.81
180.13,22.81
180.725,22.81
181.319,22.81
181.914,22.81
182.508,22.75
183.103,22.81
183.697,22.75
184.292,22.81
184.886,22.81
185.48,22.81
186.075,22.81
186.669,22.81
187.264,22.87
187.857,22.81
188.452,22.81
189.046,22.81
189.641,22.81
190.235,22.87
190.83,22.81
191.424,22.81
192.019,22.81
192.613,22.87
193.208,22.81
193.802,22.81
194.396,22.81
194.991,22.75
195.585,22.81
196.179,22.87
196.773,22.81
197.368,22.81
197.962,22.81
198.557,22.81
199.151,22.87
199.746,22.81
200.34,22.81
200.935,22.75
201.529,22.81
202.124,22.81
202.718,22.81
203.313,22.81
203.907,22.81
204.502,22.81
205.095,22.75
205.69,22.81
206.284,22.81
206.879,22.81
207.473,22.81
208.068,22.81
208.662,22.81
209.257,22.81
209.851,22.81
210.446,22.75
211.04,22.81
211.635,22.81
212.229,22.81
212.824,22.81
213.417,22.81
214.012,22.81
214.606,22.81
215.201,22.81
215.795,22.81
216.39,22.81
216.984,22.81
217.579,22.87
218.173,22.81
218.767,22.81
219.362,22.81
219.956,22.81
220.551,22.81
221.145,22.81
221.74,22.81
222.333,22.81
222.928,22.81
223.522,22.81
224.117,22.81
224.711,22.81
225.306,22.81
225.9,22.81
226.495,22.81
227.089,22.75
227.684,22.81
228.278,22.81
228.873,22.81
229.468,22.87
230.062,22.81
230.656,22.87
231.25,22.87
231.844,22.81
232.439,22.87
233.033,22.81
233.628,22.81
234.222,22.87
234.817,22.87
235.411,22.87
236.006,22.81
236.6,22.81
237.195,22.81
237.789,22.81
238.384,22.87
238.978,22.81
239.572,22.81
240.166,22.81
240.761,22.81
241.355,22.81
241.95,22.81
242.544,22.81
243.139,22.81
243.733,22.81
244.328,22.81
244.922,22.87
245.517,22.81
246.111,22.81
246.706,22.81
247.3,22.87
247.895,22.81
248.488,22.75
249.083,22.81
249.677,22.81
250.272,22.81
250.86600000000004,22.81
251.46099999999998,22.81
252.05500000000004,22.81
252.64999999999998,22.81
253.24400000000003,22.81
253.83899999999997,22.81
254.43300000000002,22.87
255.02700000000002,22.81
255.622,22.87
256.216,22.81
256.811,22.87
257.404,22.81
257.999,22.87
258.593,22.87
259.188,22.81
259.782,22.81
260.377,22.87
260.971,22.87
261.566,22.75
262.16,22.81
262.755,22.81
263.349,22.81
263.944,22.81
264.538,22.81
265.133,22.81
265.726,22.81
266.321,22.87
266.915,22.81
267.51,22.81
268.104,22.81
268.699,22.81
269.293,22.75
269.888,22.81
270.482,22.81
271.077,22.81
271.671,22.87
272.265,22.87
272.86,22.75
273.454,22.81
274.049,22.81
274.642,22.75
275.237,23.5
275.831,25.19
276.426,27.25
277.021,29.31
277.616,31.31
278.211,33.0
278.806,34.69
279.402,36.19
279.998,37.56
280.594,38.81
281.19,39.94
281.787,41.0
282.384,41.88
282.981,42.75
283.578,43.56
284.175,44.25
284.773,44.88
285.37,45.44
285.968,45.94
286.566,46.44
287.164,46.81
287.762,47.25
288.36,47.56
288.958,48.0
289.556,48.31
290.154,48.69
290.753,49.0
291.351,49.25
291.95,49.5
292.548,49.75
293.147,49.94
293.746,50.13
294.345,50.38
294.944,50.5
295.543,50.69
296.141,50.81
296.74,50.94
297.34,51.06
297.939,51.19
298.539,51.38
299.138,51.44
299.737,51.56
300.336,51.69
300.936,51.81
301.535,51.94
302.134,52.0
302.733,52.13
303.333,52.25
303.932,52.38
304.532,52.44
305.131,52.56
305.731,52.63
306.33,52.69
306.93,52.81
307.53,52.88
308.129,52.88
308.729,52.94
309.328,53.06
309.928,53.13
310.529,53.19
311.129,53.25
311.728,53.25
312.328,53.31
312.928,53.31
313.527,53.44
314.127,53.44
314.727,53.5
315.327,53.5
315.927,53.56
316.526,53.56
317.126,53.63
317.726,53.63
318.326,53.69
318.926,53.69
319.526,53.75
320.126,53.81
320.726,53.81
321.326,53.81
321.926,53.88
322.526,53.94
323.126,53.94
323.726,53.94
324.326,54.0
324.926,54.0
325.526,54.0
326.126,54.06
326.726,54.06
327.325,54.06
327.925,54.06
328.525,54.06
329.125,54.13
329.725,54.13
330.326,54.13
330.926,54.13
331.526,54.13
332.126,54.13
332.726,54.13
333.326,54.13
333.926,54.19
334.526,54.19
335.126,54.19
335.726,54.19
336.326,54.19
336.926,54.19
337.526,54.19
338.126,54.19
338.726,54.13
339.326,54.13
339.927,54.13
340.527,54.13
341.126,54.06
341.726,54.06
342.326,54.06
342.926,53.94
343.526,54.0
344.126,53.94
344.726,53.94
345.326,53.75
345.926,53.63
346.525,53.38
347.125,53.13
347.725,52.94
348.325,52.69
348.924,52.44
349.524,52.25
350.124,52.0
350.723,51.56
351.322,50.75
351.921,49.75
352.52,48.69
353.118,47.75
353.717,46.81
354.315,45.94
354.912,45.13
355.51,44.38
356.107,43.69
356.705,43.06
357.302,42.5
357.899,41.94
358.496,41.38
359.093,40.94
359.689,40.5
360.286,40.06
360.882,39.63
361.479,39.25
362.075,38.88
362.672,38.5
363.268,38.19
363.864,37.88
364.46,37.63
365.057,37.31
365.652,37.13
366.248,36.81
366.844,36.63
367.44,36.44
368.036,36.31
368.632,36.06
369.228,35.94
369.824,35.75
370.42,35.63
371.015,35.5
371.611,35.31
372.207,35.25
372.803,35.06
373.399,34.94
373.994,34.88
374.59,34.75
375.186,34.69
375.782,34.56
376.377,34.5
376.973,34.44
377.569,34.31
378.164,34.25
378.76,34.19
379.356,34.13
379.951,34.0
380.547,33.94
381.143,33.94
381.737,33.88
382.333,33.81
382.929,33.81
383.524,33.75
384.12,33.63
384.715,33.63
385.311,33.63
385.907,33.56
386.502,33.56
387.098,33.44
387.693,33.5
388.289,33.44
388.884,33.44
389.48,33.38
390.075,33.38
390.671,33.31
391.266,33.25
391.862,33.25
392.458,33.25
393.053,33.19
393.649,33.19
394.244,33.19
394.84,33.19
395.435,33.13
396.03,33.13
396.625,33.13
397.221,33.13
397.816,33.13
398.412,33.06
399.007,33.06
399.603,33.06
400.198,33.06
400.793,33.0
401.389,33.0
401.984,33.0
402.58,33.0
403.175,33.0
403.771,33.0
404.366,32.94
404.962,32.94
405.557,33.0
406.152,32.94
406.748,32.94
407.343,32.94
407.939,32.94
408.534,32.94
409.129,32.88
409.724,32.94
410.319,32.88
410.915,32.88
411.51,32.81
412.106,32.88
412.701,32.88
413.296,32.81
413.892,32.81
414.487,32.88
415.083,32.81
415.678,32.81
416.274,32.81
416.869,32.88
417.465,32.81
418.06,32.81
418.655,32.81
419.251,32.81
419.846,32.81
420.442,32.81
421.037,32.81
421.632,32.81
422.227,32.75
422.822,32.75
423.418,32.81
424.013,32.75
424.608,32.75
425.204,32.75
425.799,32.75
426.395,32.69
426.99,32.75
427.585,32.75
428.181,32.75
428.776,32.69
429.372,32.75
429.967,32.75
430.562,32.75
431.158,32.75
431.753,32.75
432.349,32.69
432.944,32.69
433.54,32.75
434.135,32.69
434.729,32.69
435.325,32.69
435.92,32.69
436.516,32.69
437.111,32.69
437.706,32.69
438.302,32.63
438.897,32.69
439.493,32.69
440.088,32.69
440.683,32.69
441.279,32.63
441.874,32.69
442.469,32.63
443.065,32.69
443.66,32.63
444.256,32.69
444.851,32.63
445.446,32.63
446.042,32.63
446.637,32.63
447.233,32.63
447.827,32.63
448.422,32.63
449.018,32.63
449.613,32.63
450.208,32.63
450.804,32.63
451.399,32.63
451.995,32.63
452.59,32.63
453.185,32.63
453.781,32.63
454.376,32.56
454.972,32.56
455.567,32.56
456.162,32.56
456.758,32.56
457.353,32.63
457.949,32.63
458.544,32.56
459.139,32.63
459.735,32.56
460.329,32.63
460.924,32.56
461.52,32.56
462.115,32.56
462.71,32.56
463.306,32.56
463.901,32.56
464.496,32.56
465.092,32.56
465.687,32.56
466.283,32.5
466.878,32.56
467.473,32.56
468.069,32.56
468.664,32.5
469.26,32.56
469.855,32.5
470.45,32.5
471.046,32.5
471.641,32.56
472.237,32.5
472.832,32.5
473.426,32.5
474.022,32.56
474.617,32.5
475.213,32.5
475.808,32.5
476.403,32.44
476.999,32.5
477.594,32.5
478.19,32.5
478.785,32.5
479.38,32.5
479.976,32.5
480.571,32.5
481.167,32.5
481.762,32.44
482.357,32.5
482.953,32.44
483.548,32.5
484.144,32.44
484.739,32.5
485.334,32.44
485.929,32.5
486.524,32.44
487.12,32.5
487.715,32.44
488.31,32.38
488.906,32.44
489.501,32.44
490.096,32.5
490.692,32.5
491.287,32.5
491.883,32.5
492.478,32.5
493.073,32.44
493.669,32.5
494.264,32.44
494.859,32.44
495.455,32.44
496.05,32.44
496.645,32.44
497.241,32.44
497.836,32.44
498.432,32.38
499.026,32.44
499.621,32.44
500.21700000000004,32.44
500.812,32.38
501.40799999999996,32.44
502.003,32.44
502.598,32.44
503.194,32.44
503.78900000000004,32.44
504.38400000000007,32.5
504.97999999999996,32.44
505.575,32.5
506.17100000000005,32.38
506.7660000000001,32.44
507.36099999999993,32.44
507.957,32.44
508.552,32.44
509.147,32.44
509.74299999999994,32.44
510.3380000000001,32.38
510.9320000000001,32.38
511.52799999999996,32.44
512.123,32.38
512.718,32.38
513.314,32.44
513.909,32.38
514.505,32.38
515.1,32.44
515.695,32.44
516.291,32.44
516.886,32.44
517.482,32.38
518.077,32.44
518.672,32.44
519.268,32.38
519.863,32.38
520.458,32.44
521.054,32.38
521.649,32.38
522.244,32.38
522.84,32.38
523.435,32.38
524.029,32.38
524.625,32.38
525.22,32.38
525.815,32.38
526.411,32.38
527.006,32.31
527.602,32.38
528.197,32.31
528.792,32.38
529.388,32.38
529.983,32.38
530.578,32.31
531.174,32.31
531.769,32.38
532.364,32.38
532.96,32.38
533.555,32.38
534.15,32.38
534.746,32.38
535.341,32.38
535.937,32.38
536.531,32.38
537.126,32.38
537.722,32.38
538.317,32.38
538.912,32.38
539.508,32.31
540.103,32.31
540.698,32.31
541.294,32.38
541.889,32.38
542.484,32.31
543.08,32.31
543.675,32.38
544.27,32.38
544.866,32.31
545.461,32.31
546.057,32.31
546.652,32.31
547.247,32.31
547.843,32.31
548.438,32.31
549.033,32.38
549.628,32.31
550.223,32.31
550.819,32.31
551.414,32.31
552.009,32.31
552.605,32.31
553.2,32.25
553.796,32.25
554.391,32.31
554.986,32.25
555.582,32.31
556.177,32.25
556.772,32.31
557.368,32.31
557.963,32.31
558.559,32.31
559.154,32.31
559.749,32.31
560.345,32.31
560.94,32.31
561.534,32.31
562.13,32.25
562.725,32.31
563.32,32.31
563.916,32.31
564.511,32.31
565.107,32.31
565.702,32.31
566.297,32.31
566.893,32.25
567.488,32.31
568.083,32.31
568.679,32.31
569.274,32.31
569.869,32.31
570.465,32.31
571.06,32.31
571.655,32.31
572.251,32.31
572.846,32.31
573.441,32.31
574.036,32.31
574.631,32.31
575.227,32.31
575.822,32.31
576.417,32.25
577.013,32.25
577.608,32.25
578.203,32.25
578.799,32.31
579.394,32.25
579.989,32.31
580.585,32.25
581.18,32.25
581.775,32.25
582.371,32.25
582.966,32.31
583.562,32.25
584.157,32.25
584.752,32.25
585.348,32.25
585.943,32.31
586.537,32.31
587.132,32.25
587.728,32.25
588.323,32.25
588.918,32.31
589.514,32.31
590.109,32.25
590.704,32.25
591.3,32.25
591.895,32.25
592.491,32.25
593.086,32.25
593.681,32.25
594.277,32.25
594.872,32.25
595.467,32.25
596.063,32.31
596.658,32.25
597.253,32.25
597.848,32.31
598.444,32.19
599.038,32.25
599.634,32.25
600.229,32.25
600.824,32.25
601.42,32.25
602.015,32.25
602.61,32.31
603.206,32.25
603.801,32.25
604.396,32.25
604.992,32.25
605.587,32.25
606.182,32.25
606.778,32.25
607.373,32.25
607.968,32.25
608.564,32.19
609.159,32.19
609.755,32.25
610.35,32.25
610.945,32.25
611.539,32.25
612.135,32.25
612.73,32.25
613.325,32.25
613.921,32.25
614.516,32.25
615.111,32.25
615.707,32.19
616.302,32.25
616.897,32.25
617.493,32.25
618.088,32.25
618.683,32.19
619.279,32.25
